line_id	speaker	jp_name	jp_text	cn_name	cn_text	tw_name	tw_text	vn_name	vn_text
134			――炭鉱調査が終わっても、資料の作成、議会準備、\nひいてはキハ07sの乗務訓練と、為すべきことが山積みだ。		——在完成对煤矿的调查后，要整理资料、为议会做准备，还要进行Ｋｉｈａ０７Ｓ的乘务训练，有太多事要去完成。		——在完成對煤礦的調查後，要整理資料、為議會做準備，還要進行Ｋｉｈａ０７Ｓ的乘務訓練，有太多事要去完成。		
135			ひとつひとつにその都度その都度集中し、\n焦らずこなしていくことこそが、僕らにできる最善だろう。		专注且耐心地依此办好每一件事，就是我现在能尽的最大努力。		專注且耐心地依此辦好每一件事，就是我現在能盡的最大努力。		
136	双鉄		「ならば、炭鉱調査を続けよう」	双铁	「那么，我们接着调查矿山吧」	雙鐵	「那麼，我們接著調查礦山吧」		
137	ポーレット		「はい！」	波莱特	「好的！」	波萊特	「好的！」		
138	れいな		「わかりましたぁ」	玲奈	「明白啦」	玲奈	「明白啦」		
139	双鉄		「まったくもって、\n技術の進歩というのは大したものだな」	双铁	「技术的进步可真是了不得啊」	雙鐵	「技術的進步可真是了不得啊」		
140			自分の顔を拭ったタオルに、つくづく思う。		我端详着拿来擦汗的毛巾，不禁感慨道。		我端詳著拿來擦汗的毛巾，不禁感慨道。		
141			絞っても汗は溢れ出ないし、\nススにいたっては、ただの一片もついてない。		再怎么用力也挤不出汗水，更是没有一块黑斑。		再怎麼用力也擠不出汗水，更是沒有一塊黑斑。		
142	双鉄		「乗務訓練を終えたあととは思えん。\nこのままどこにだって出かけていけそうだ」	双铁	「实在看不出是刚刚完成乘务训练。我都可以直接上街逛逛了」	雙鐵	「實在看不出是剛剛完成乘務訓練。我都可以直接上街逛逛了」		
143			\x%l8620;#00ffc040;8620%l;#;に乗ってしまえば、タオルの運命は無残なものだ。		若是乘上\x%l8620;#00ffc040;８６２０%l;#;，毛巾的命运只能用悲惨来形容。		若是乘上\x%l8620;#00ffc040;８６２０%l;#;，毛巾的命運只能用悲慘來形容。		
144			乗務のあとは真っ黒な汗でびちょびちょになり、\n固形石鹸でどう洗おうと、白には二度と戻れなくなる。		在完成乘务工作后，毛巾就会被漆黑的汗水浸透，用肥皂再怎么洗也回不到原来的纯白。		在完成乘務工作後，毛巾就會被漆黑的汗水浸透，用肥皂再怎麼洗也回不到原來的純白。		
145	れいな		「うふふぅ、気にいってもらえてうれしいですよぉ」	玲奈	「嘻嘻嘻，很高兴双铁先生能喜欢」	玲奈	「嘻嘻嘻，很高興雙鐵先生能喜歡」		
146			れいなの笑顔も、純白だ。\nその傍らのポーレットも、満足そうに頷いている。		玲奈的笑容也一样是纯白无暇。站在一旁的波莱特则满意地点点头。		玲奈的笑容也一樣是純白無暇。站在一旁的波萊特則滿意地點點頭。		
147	ポーレット		「ハチロクちゃんに鍛えられてるだけありますね。\n双鉄くん、飲み込みが凄く早くて、驚きました」	波莱特	「看来八六的训练很有成效呀。双铁君理解力非常强，真令我感到惊讶」	波萊特	「看來八六的訓練很有成效呀。雙鐵君理解力非常強，真令我感到驚訝」		
148	双鉄		「\x%l8620;#00ffc040;8620%l;#;の運転操作と比べると、\n全自動でやってもらっているようなものだからなぁ」	双铁	「这跟\x%l8620;#00ffc040;８６２０%l;#;的驾驶操作相比，简直就像是全自动操作啊」	雙鐵	「這跟\x%l8620;#00ffc040;８６２０%l;#;的駕駛操作相比，簡直就像是全自動操作啊」		
149			操作するのは、\x%lダイコン;#00ffc040;ダイコン%l;#;――ダイレクトコントローラーと、\nギアと\x%lブレーキ;#00ffc040;ブレーキ%l;#;くらいなもの。		只需要操作\x%lダイコン;#00ffc040;直控%l;#;——也就是直接控制手柄、档位以及\x%lブレーキ;#00ffc040;刹车%l;#;。		只需要操作\x%lダイコン;#00ffc040;直控%l;#;——也就是直接控制手把、檔位以及\x%lブレーキ;#00ffc040;剎車%l;#;。		
150			蒸気の量も灌水の量も気にせずに、\n速度と\x%lブレーキ;#00ffc040;ブレーキ%l;#;圧だけ見ればいいのは、いかにも楽だ。		不用去管蒸汽量和灌水量，只要注意速度与\x%lブレーキ;#00ffc040;刹车%l;#;压力就好，真是太方便了。		不用去管蒸汽量和灌水量，只要注意速度與\x%lブレーキ;#00ffc040;剎車%l;#;壓力就好，真是太方便了。		
151	双鉄		「余裕を持てる分、注視にも集中できる。利便性では、\nディーゼル機関は蒸気機関を遥かに上回っているな」	双铁	「操作方便，也就能更专注地进行观察。单从便利性来说，柴油动车远胜于蒸汽机车啊」	雙鐵	「操作方便，也就能更專注地進行觀察。單從便利性來說，柴油動車遠勝於蒸汽機車啊」		
152	れいな		「利便性では、ですかぁ？」	玲奈	「单从便利性来说？」	玲奈	「單從便利性來說？」		
153	双鉄		「うむ。キハ[レイナナ,1]07を運転してみてよくわかった。\nポーレットが、[ハチロク,3]8620は観光向きだと言った理由が」	双铁	「嗯。在尝试驾驶Ｋｉｈａ０７之后我明白了，波莱特为什么说８６２０适合观光」	雙鐵	「嗯。在嘗試駕駛Ｋｉｈａ０７之後我明白了，波萊特為什麼說８６２０適合觀光」		
154	ポーレット		「あ！　わかりました？　わかっちゃいました？\n双鉄くんにも」	波莱特	「啊！明白了吗？双铁君也发现了？」	波萊特	「啊！明白了嗎？雙鐵君也發現了？」		
155			ポーレットの顔がぱっと輝く。		波莱特忽然变得神采奕奕。		波萊特忽然變得神采奕奕。		
156			そんな表情を見たのは久しぶりな気がしてホっとして、\n僕の言葉もなめらかになる。		我觉得已经好久没有见到她如此开朗的表情，不禁松了一口气，话也说得更加流畅。		我覺得已經好久沒有見到她如此開朗的表情，不禁鬆了一口氣，話也說得更加流暢。		
157	双鉄		「技術の進歩とは、人に汗をかかせなくすることだ。\nが、[ハチロク,3]8620は精一杯に汗をかく。そうしなければ走れない」	双铁	「所谓技术的进步，就是使人不再流汗。然而驾驶８６２０会让人汗流浃背，只有这样才能够开动它」	雙鐵	「所謂技術的進步，就是使人不再流汗。然而駕駛８６２０會讓人汗流浹背，只有這樣才能夠開動它」		
158	ポーレット		「ですです！　そうです、そういう感じ！\n近代化で無くしたものの塊なんですよね、\x%l蒸気機関車;#00ffc040;蒸気機関車%l;#;って」	波莱特	「是的是的！没错，就是这样！所谓\x%l蒸気機関車;#00ffc040;蒸汽机车%l;#;，就是去现代化的集合体呀」	波萊特	「是的是的！沒錯，就是這樣！所謂\x%l蒸気機関車;#00ffc040;蒸汽機車%l;#;，就是去現代化的集合體呀」		
159	双鉄		「それはきっと、れいなが愛する鉱山の魅力とも共通だ。\nゆえに、炭鉱と[ハチロク,3]8620を観光のキーにするのは、効く筈だ」	双铁	「而玲奈所深爱的矿山一定也有着与之相同的魅力。所以将煤矿与８６２０作为观光的主题，应该是一步好棋」	雙鐵	「而玲奈所深愛的礦山一定也有著與之相同的魅力。所以將煤礦與８６２０作為觀光的主題，應該是一步好棋」		
160	ポーレット		「あっ……」	波莱特	「啊……」	波萊特	「啊……」		
161			言った瞬間、ポーレットの顔が曇ってしまう。		听到我这么说，波莱特的神情黯淡了下来。		聽到我這麼說，波萊特的神情黯淡了下來。		
162	双鉄		「どうした？　ポーレット。\n何か――」	双铁	「怎么了？波莱特。是不是有什么——」	雙鐵	「怎麼了？波萊特。是不是有什麼——」		
163	ポーレット		「あ、いえっ。\nその……炭鉱開発のことです。それで、ちょっと」	波莱特	「啊，没有。那个……是关于煤炭开发的事。这件事有点——」	波萊特	「啊，沒有。那個……是關於煤炭開發的事。這件事有點——」		
164	双鉄		「難しそうなのか？」	双铁	「有点难办吗？」	雙鐵	「有點難辦嗎？」		
165	ポーレット		「ええと、許認可とかは取れそうで……\n助成金も、あるみたいなんですけど」	波莱特	「那个，许可一类的东西应该能拿到……听说还有补助金」	波萊特	「那個，許可一類的東西應該能拿到……聽說還有補助金」		
166	双鉄		「助成金？」	双铁	「补助金？」	雙鐵	「補助金？」		
167	ポーレット		「はい。“技術継承炭鉱”っていうのに採用されれば、\n国の助成金が出るそうです」	波莱特	「是的。据说如果被认定为“技术继承煤矿”，国家就会下拨补助金」	波萊特	「是的。據說如果被認定為“技術繼承煤礦”，國家就會下撥補助金」		
168	双鉄		「なるほど。採炭の技術を途絶えさせないためか。\n願ったり叶ったりの話じゃないか」	双铁	「原来如此。是为了防止采煤技术失传吗。这不是求之不得的事吗」	雙鐵	「原來如此。是為了防止採煤技術失傳嗎。這不是求之不得的事嗎」		
169	ポーレット		「それはそうなんですけど……」	波莱特	「是这样没错……」	波萊特	「是這樣沒錯……」		
170			喜ばしいはずの話であるのに、\nどうにもポーレットの言葉が重い。		明明是一件值得高兴的事，波莱特的语气却格外凝重。		明明是一件值得高興的事，波萊特的語氣卻格外凝重。		
171	ポーレット		「これ……\n銀行さんにも協力をお願いして作ったものです」	波莱特	「这个……是我拜托银行算出来的」	波萊特	「這個……是我拜託銀行算出來的」		
172			申し訳無さそうな顔をして、\n数枚のペーパーを差し出してくる。		她满脸愧疚地将几张纸递给了我。		她滿臉愧疚地將幾張紙遞給了我。		
173			一目みたならその途端、\n僕もまた、ポーレットと似たような表情を強いられる。		光搭眼一看，我就不由得做出了与波莱特相似的表情。		光搭眼一看，我就不由得做出了與波萊特相似的表情。		
174	双鉄		「これは……採算ギリギリ――というか、\n赤字の見込みの方が濃厚なのか」	双铁	「这……只能勉强维持盈利——倒不如说，反而是赤字的可能性更大些啊」	雙鐵	「這……只能勉強維持盈利——倒不如說，反而是赤字的可能性更大些啊」		
175	ポーレット		「やっぱり、本格的に機械を動かしての採掘となると――\n最低限の規模にしても経費が跳ね上がっちゃいますから」	波莱特	「如果要动用机器正式开采——即使控制在最小的规模，经费还是会大幅飙升」	波萊特	「如果要動用機器正式開採——即使控制在最小的規模，經費還是會大幅飆升」		
176	双鉄		「機械、人員、設備維持――\x%l列車;#00ffc040;列車%l;#;収入など焼け石に水だな。\nこれは、もし助成金が打ち切りになりでもしたら」	双铁	「机器、人员、设备维护——\x%l列車;#00ffc040;列车%l;#;的收入根本是杯水车薪啊。如果哪一天，国家停止下拨补助金——」	雙鐵	「機器、人員、設備維護——\x%l列車;#00ffc040;列車%l;#;的收入根本是杯水車薪啊。如果哪一天，國家停止下撥補助金——」		
177	ポーレット		「そうですね。その時点からマイントレジャーは、\n赤字を掘り出す[せきたんこう,2]赤炭鉱になっちゃいます」	波莱特	「是啊。若是那样，煤探乐园就会立刻变成出产赤字的“赤煤矿”」	波萊特	「是啊。若是那樣，煤探樂園就會立刻變成出產赤字的“赤煤礦”」		
178	双鉄		「それは勘弁願いたいな。\nなんとか、助成金に頼らずにやっていく方法を考えねば」	双铁	「那样可不行啊。必须找出一个不需要依赖补助金的办法」	雙鐵	「那樣可不行啊。必須找出一個不需要依賴補助金的辦法」		
179	ポーレット		「そうですね……」	波莱特	「是啊……」	波萊特	「是啊……」		
180			ポーレットがちら、とれいなを見る。		波莱特瞄了一眼身边的玲奈。		波萊特瞄了一眼身邊的玲奈。		
181			知識を持っているはずの――あるいはそうであるからこそ、\nれいなは、黙りこくってる。		玲奈明明拥有相关的知识，却一直默不作声——又或者，是正因为明白才选择了沉默。		玲奈明明擁有相關的知識，卻一直默不作聲——又或者，是正因為明白才選擇了沉默。		
182	ポーレット		「石炭を売る先が見つかれば、\nそれがもちろん、ベストな解決策なんですけど」	波莱特	「如果能为煤炭找到买家，当然是最好的解决办法」	波萊特	「如果能為煤炭找到買家，當然是最好的解決辦法」		
183	双鉄		「む？　というか、売るほど掘るのか？\n生産調整をしても、発電に必要な分だけを掘った方が」	双铁	「嗯？等等，要采到销售级的量吗？我觉得应该限额生产，只采挖发电所需的量」	雙鐵	「嗯？等等，要採到銷售級的量嗎？我覺得應該限額生產，只採挖發電所需的量」		
184	ポーレット		「あ、そうはいかないみたいなんです。\nええと、資料の……ここ、ですね」	波莱特	「啊，这好像是行不通的。我看看，在资料的……这一页」	波萊特	「啊，這好像是行不通的。我看看，在資料的……這一頁」		
185			示されたページに目を通す。		我看了看她所指出的这一页。		我看了看她所指出的這一頁。		
186	双鉄		「……ほぅ。あの発電所は、売り物にならない\n[ていひんいたん,3]低品位炭というものを使って火力発電するのか」	双铁	「……原来如此。那座发电厂会使用卖不出去的劣质煤进行火力发电啊」	雙鐵	「……原來如此。那座發電廠會使用賣不出去的劣質煤進行火力發電啊」		
187	ポーレット		「はい。『[なまだ,1]生焚き発電』っていうらしいです。\nだから、[こうひんいたん,3]高品位炭はそのまま手付かずで残ります」	波莱特	「是的。据说这叫“原煤燃烧发电”。所以，优质煤会原封不动地保留下来」	波萊特	「是的。據說這叫“原煤燃燒發電”。所以，優質煤會原封不動地保留下來」		
188	双鉄		「とても[ハチロク,3]8620で消費しきる量でも無いな。\nならば……買ってくれる相手をどうにか見つけて――」	双铁	「实在不是８６２０能用得完的量啊。那么……要想办法找到买家——」	雙鐵	「實在不是８６２０能用得完的量啊。那麼……要想辦法找到買家——」		
189	ポーレット		「ですね。販路を開拓できれば――\n八方丸く収まるんですよね。本当に」	波莱特	「是啊。如果真能找得到销路，就什么都好说了」	波萊特	「是啊。如果真能找得到銷路，就什麼都好說了」		
190	双鉄		「むぅ……」	双铁	「嗯……」	雙鐵	「嗯……」		
191			御一夜-湯医間だけで孤立している僕らの線路が、\nそのまま販路の、象徴のように思えてしまう。		我们那张被孤立于御一夜至汤医之间的铁路网，直接反映了目前的销路情况。		我們那張被孤立於御一夜至湯醫之間的鐵路網，直接反映了目前的銷路情況。		
192			もしも、線路が続いていても、\nそれほど楽に売れるものとも思えん、が――		虽说即使铁路得到拓展，也不见得就能有好的销量——		雖說即使鐵路得到拓展，也不見得就能有好的銷量——		
193	双鉄		「ちなみに、れいな。石炭というのは、どのような場所で\n用いられているものなのだ？」	双铁	「对了，玲奈。煤炭这东西，一般都用在哪里呢？」	雙鐵	「對了，玲奈。煤炭這東西，一般都用在哪裡呢？」		
194	れいな		「[ひのもと,2]日ノ本国内では昔も今も、火力発電所と製鉄所とで\nほとんどだって、れいな、聞いたことがありますよぉ」	玲奈	「玲奈听说无论是过去还是现在,日本国内一般都把它是用于火力发电厂以及炼铁厂」	玲奈	「玲奈聽說無論是過去還是現在,日本國內一般都把它是用於火力發電廠以及煉鐵廠」		
195	双鉄		「製鉄所なら、[きゅうしゅう,1]九洲にも大きな――\n[ふくおか,1]福丘の[やわた,1]矢幡などがあるよな」	双铁	「要说炼铁厂，九州也有大规模的——在福冈县八幡市对吧」	雙鐵	「要說煉鐵廠，九州也有大規模的——在福岡縣八幡市對吧」		
196	ポーレット		「でも、今使われてるのは[ゆにゅうたん,2]輸入炭です。\n安くて、質が良いそうなんです。[こくないたん,2]国内炭より」	波莱特	「但是那边目前使用的是进口煤。据说比国内煤便宜，品质也更好」	波萊特	「但是那邊目前使用的是進口煤。據說比國內煤便宜，品質也更好」		
197	双鉄		「ああ、僕も聞いたことがある。品質と価格競争とで負け、\n国内の炭鉱はことごとく閉鎖においやられたと」	双铁	「嗯，我也有所耳闻。国内煤矿在品质及价格竞争中败下阵来，接连关闭」	雙鐵	「嗯，我也有所耳聞。國內煤礦在品質及價格競爭中敗下陣來，接連關閉」		
198			あのあたり――北九洲工業地帯なら、もちろん[ちくほう,1]築豊炭田を、\nもともとの石炭の供給先としていたはずだ。		毫无疑问，北九州工业地带原本的煤炭提供方，应该是筑丰煤田。		毫無疑問，北九州工業地帶原本的煤炭提供方，應該是築豐煤田。		
199			……どこも似たような運命をたどるものだなと、\nなんとももの悲しく思う。		……一想到各地的煤矿都有着相似的命运，不免感到一丝悲凉。		……一想到各地的煤礦都有著相似的命運，不免感到一絲悲涼。		
200	ポーレット		「残念ですけど。今後とも、コストパフォーマンスで、\n輸入炭に太刀打ちできるようになるとは思えません」	波莱特	「很遗憾，在性价比方面，我们今后仍然无法与进口煤相抗衡」	波萊特	「很遺憾，在性價比方面，我們今後仍然無法與進口煤相抗衡」		
201	双鉄		「当然だろうな。故に、価格と品質以外の部分で、\n何らかの売りを創りださねばならん」	双铁	「那是自然。因此，我们必须在价格及品质以外的方面创造卖点」	雙鐵	「那是自然。因此，我們必須在價格及品質以外的方面創造賣點」		
202	ポーレット		「え」	波莱特	「咦」	波萊特	「咦」		
203			きょとんとした顔。\nポーレットの口がポカンと開いてる。		波莱特似乎有些讶异，呆呆地微张着嘴。		波萊特似乎有些訝異，呆呆地微張著嘴。		
204	双鉄		「専門家が血の滲むような努力を重ねたそのあげく、\n価格と品質では勝てなかったのだろう？　なら」	双铁	「专业人士们曾经绞尽脑汁，最终还是无法在价格与品质上战胜进口煤不是吗？既然如此——」	雙鐵	「專業人士們曾經絞盡腦汁，最終還是無法在價格與品質上戰勝進口煤不是嗎？既然如此——」		
205	ポーレット		「あ――はい。そうですよね、それは、そう」	波莱特	「啊——是的。说得也对呀，的确是这样」	波萊特	「啊——是的。說得也對呀，的確是這樣」		
206	双鉄		「ゆえに、プラスアルファを提示しなければならない。\n大きなメリットを、石炭と抱合せで買ってもらうのだ」	双铁	「因此，必须找出额外的卖点。将一个巨大的好处，与煤炭捆绑销售」	雙鐵	「因此，必須找出額外的賣點。將一個巨大的好處，與煤炭捆綁銷售」		
207	ポーレット		「メリットを売るオプションで、\n一緒に石炭も買ってもらう……みたいな感じですか」	波莱特	「主卖这一个好处，同时给出与煤炭一同购买的选项……是这样吗」	波萊特	「主賣這一個好處，同時給出與煤炭一同購買的選項……是這樣嗎」		
208	双鉄		「ああ。とはいえ石炭だって無駄になるまい。\n輸入は、為替変動や政変というリスクを伴ってもいるし」	双铁	「没错。而购买煤炭花的也不是冤枉钱。进口品始终伴随着汇率变动及政权更迭的风险」	雙鐵	「沒錯。而購買煤炭花的也不是冤枉錢。進口品始終伴隨著匯率變動及政權更迭的風險」		
209	ポーレット		「可能性。それなら、出てくるかもですね」	波莱特	「这样的话，或许能看到一丝希望啊」	波萊特	「這樣的話，或許能看到一絲希望啊」		
210			こくり、ポーレットは静かに頷く。		波莱特静静地点了点头。		波萊特靜靜地點了點頭。		
211	ポーレット		「全量を切り替えて欲しいってことじゃないし。\n……パッケージで、予備扱い的に買い取ってもらうなら」	波莱特	「我们也不要求对方将进口煤全部替换为国产煤……只希望他们采购一些煤炭作储备用」	波萊特	「我們也不要求對方將進口煤全部替換為國產煤……只希望他們採購一些煤炭作儲備用」		
212	れいな		「はわぁ！」	玲奈	「哈哇！」	玲奈	「哈哇！」		
213			ポーレットは僕よりよほど現実的で、\n広く社会を知っている。		波莱特远比我更加脚踏实地，也有着更多的社会经验。		波萊特遠比我更加腳踏實地，也有著更多的社會經驗。		
214			その頷きと同意の意味を、れいなはきっと、\n僕以上に良く知ってるのだろう。		玲奈一定比我更加清楚波莱特的点头到底意味着什么。		玲奈一定比我更加清楚波萊特的點頭到底意味著什麼。		
215	れいな		「そうてつさんはすごいですねぇ！\nれいな、さいしょからダメって思っちゃってましたぁ」	玲奈	「双铁先生真厉害！玲奈原本从一开始就已经放弃了」	玲奈	「雙鐵先生真厲害！玲奈原本從一開始就已經放棄了」		
216			見上げる瞳は、まぶしいものを見るようだ。\nあまりにきらきらしていて少し、照れくさくなる。		她仰头望着我，就像望着一个有多么伟大的人。我看到她这过分崇拜的目光，不禁有些难为情。		她仰頭望著我，就像望著一個有多麼偉大的人。我看到她這過分崇拜的目光，不禁有些難為情。		
217	双鉄		「可能性がゼロでないなら、検討してみて損はない。\n僕はそう教わったし、ずっとそうして来ているだけだ」	双铁	「既然不是完全没有可能，那么探讨一下也没有坏处。我就是受到了这样的教育，一直以来也都是这么做的」	雙鐵	「既然不是完全沒有可能，那麼探討一下也沒有壞處。我就是受到了這樣的教育，一直以來也都是這麼做的」		
218			そう。\nその繰り返しが、今僕をここに立たせてる。		没错。就是这样一次次的探讨与尝试，使我如今站到了这里。		沒錯。就是這樣一次次的探討與嘗試，使我如今站到了這裡。		
219			他にやりようをしらない以上、\nベストを尽くし、それを今回も繰り返そう。		既然没有其它的办法，那就尽人事、听天命。这次也是一样。		既然沒有其它的辦法，那就盡人事、聽天命。這次也是一樣。		
220	双鉄		「プラスアルファのアイディアを求める意味でも、\n[じゅつせん,1]術仙廃炭鉱近辺の追加調査を重ねたいのだが――」	双铁	「我想再次对术仙废煤矿周边进行调查。就算是为了寻找额外的卖点，也有这么做的必要……」	雙鐵	「我想再次對術仙廢煤礦周邊進行調查。就算是為了尋找額外的賣點，也有這麼做的必要……」		
221	ポーレット		「あ、はい。それはわたし、調整します。\n日々姫ちゃんたちにも協力してもらって――」	波莱特	「啊，好的。由我来做调整。再请日日姬她们来帮忙——」	波萊特	「啊，好的。由我來做調整。再請日日姬她們來幫忙——」		
222			そこまで言って、ポーレットは急に口ごもる。		话说到一半，波莱特突然沉默下来。		話說到一半，波萊特突然沉默下來。		
223			どこか心配そうな目をして、\nれいなのことをじっと見つめる。		用略带担忧的目光，静静地看着玲奈。		用略帶擔憂的目光，靜靜地看著玲奈。		
224	ポーレット		「ただ……わたし、助成金のこととか許認可のこととか、\n結構いろいろ、やること増えちゃいそうだから――」	波莱特	「但是……恐怕我接下来会因为许可及补助金一类的事情而忙碌起来——」	波萊特	「但是……恐怕我接下來會因為許可及補助金一類的事情而忙碌起來——」		
225	双鉄		「わかっている、そのために、\n\x%lキハ07;#00ffc040;キハ07%l;#;の運転を教えてもらったのではないか」	双铁	「我明白。不正是因为这个，才请你教了我\x%lキハ07;#00ffc040;Ｋｉｈａ０７%l;#;的驾驶方法吗」	雙鐵	「我明白。不正是因為這個，才請你教了我\x%lキハ07;#00ffc040;Ｋｉｈａ０７%l;#;的駕駛方法嗎」		
226	ポーレット		「はい。そうですよね……\nけど」	波莱特	「嗯。是这样没错……可是」	波萊特	「嗯。是這樣沒錯……可是」		
227			ポーレットの手が柔らかく伸び、\nゆっくりゆっくり、れいなの髪を撫でさする。		波莱特温柔地伸出手，慢慢地抚摸着玲奈的头发。		波萊特溫柔地伸出手，慢慢地撫摸著玲奈的頭髮。		
228	ポーレット		「れいなは、平気？\nわたしがいなくても大丈夫？」	波莱特	「玲奈你不要紧吗？我不在，你能行吗？」	波萊特	「玲奈你不要緊嗎？我不在，你可以嗎？」		
229	れいな		「平気かどうかは、やってみないとわからないけど。\nだけど、れいな、いっしょうけんめいがんばりますよぉ」	玲奈	「要不要紧，要试试才知道。但是，玲奈会好好努力的」	玲奈	「要不要緊，要試試才知道。但是，玲奈會好好努力的」		
230			れいなの笑顔に受け止められれば、\nポーレットの青い瞳を曇らせていた不安の影も薄れてく。		见到玲奈对自己展露笑容，笼罩在波莱特蓝色眼眸中的不安也渐渐散去。		見到玲奈對自己展露笑容，籠罩在波萊特藍色眼眸中的不安也漸漸散去。		
231	ポーレット		「わかった。じゃ、頑張ってみて！\nけど、困ったことがあったら、いつでも言うのよ？」	波莱特	「好的，那你就试试吧！不过，如果遇到什么问题，随时可以来找我商量哦」	波萊特	「好的，那你就試試吧！不過，如果遇到什麼問題，隨時可以來找我商量哦」		
232	れいな		「はいですぅ。ポーレットも、がんばってくださいねぇ」	玲奈	「好的。波莱特也要加油哦」	玲奈	「好的。波萊特也要加油哦」		
233	ポーレット		「うん、頑張る。\nそれと――双鉄くん」	波莱特	「嗯，我会加油的。还有——双铁君」	波萊特	「嗯，我會加油的。還有——雙鐵君」		
234	双鉄		「っ！」	双铁	「！」	雙鐵	「！」		
235			深々と、ポーレットが僕に頭を下げる。		波莱特对着我深深地低下了头。		波萊特對著我深深地低下了頭。		
236			閉じられた目の奥にある気持ちが伝わるように思えて――\nだからただただ、受け止める。		从她紧闭的双目中，我感觉到一份诚挚的情感——所以，我郑重地接受了她的鞠躬。		從她緊閉的雙目中，我感覺到一份誠摯的情感——所以，我鄭重地接受了她的鞠躬。		
237	ポーレット		「れいなのこと、どうかよろしくお願いします」	波莱特	「玲奈，就拜托你了」	波萊特	「玲奈，就拜託你了」		
238	双鉄		「ああ、任せておいてくれ」	双铁	「嗯，包在我身上」	雙鐵	「嗯，包在我身上」		
239			そうする義務を、強く感じる。\nならば果たすべく、僕の全力を尽くしてみせよう。		一股强烈的责任感油然而生。那就让我尽全力去履行我的义务吧。		一股強烈的責任感油然而生。那就讓我盡全力去履行我的義務吧。		
240	双鉄		「運転も調査も、事故なく行う。\nその上で――きっと、何かを掴んでくるさ」	双铁	「我会保证行驶与调查过程零事故。并且——我一定会找到头绪的」	雙鐵	「我會保證行駛與調查過程零事故。並且——我一定會找到頭緒的」		
241	れいな		「わぁ、おもしろいですぅ。\n炭鉱って、本当に下に掘っていくんですねぇ」	玲奈	「哇，真有趣。煤矿真的是往下挖的呀」	玲奈	「哇，真有趣。煤礦真的是往下挖的呀」		
242			エレベーターの行く先は、地下。		这是部通往地下的电梯。		這是部通往地下的電梯。		
243			それを確かめ歓声をあげるれいなは、まるきり子犬だ。\nおもいっきりにぱたぱたしてる。はしゃいでる。		了解到这点后，玲奈兴高采烈地叫了起来。她就像一只小狗般活蹦乱跳，很是激动。		了解到這點後，玲奈興高采烈地叫了起來。她就像一隻小狗般活蹦亂跳，非常激動。		
244	双鉄		「それは、面白いことなのか？\nれいなのいた、[かたがみ,1]硬上鉱山とやらでは、違うのか？」	双铁	「这很有趣吗？玲奈你以前待的片上矿山不是这样的吗？」	雙鐵	「這很有趣嗎？玲奈你以前待的片上礦山不是這樣的嗎？」		
245	れいな		「うふふーぅ、そうてつさん、そうてつさんなのに、\nちょっとヘンなこといってますよぉ？」	玲奈	「嘿嘿嘿，双铁先生平时那么聪明，刚才却说了很奇怪的话哦」	玲奈	「嘿嘿嘿，雙鐵先生平時那麼聰明，剛才卻說了很奇怪的話哦」		
246	双鉄		「ヘンなこと？」	双铁	「奇怪的话？」	雙鐵	「奇怪的話？」		
247			言われて自分の発言を振り返ってみるが――\nわからない。		我试着回想刚才自己说过的话——却还是不明白。		我試著回想剛才自己說過的話——卻還是不明白。		
248			首を傾げた僕を見て、れいなはいっそう楽しげになり、\nはずんだような言葉をつなぐ。		看到我满脸困惑的样子，玲奈更加高兴起来，有些激动地说道。		看到我滿臉困惑的樣子，玲奈更加高興起來，有些激動地說道。		
249	れいな		「だって、“鉱山”って、\nそうてつさん、言ってるですよぉ？」	玲奈	「因为，双铁先生你自己不都说那是“矿山”了吗？」	玲奈	「因為，雙鐵先生你自己不都說那是“礦山”了嗎？」		
250	双鉄		「ああ、そうか！　\n鉱山は、鉱山――つまり、山なのだな」	双铁	「啊，对啊！矿山就是矿山——也就是说，它是山」	雙鐵	「啊，對啊！礦山就是礦山——也就是說，它是山」		
251	れいな		「はぁいそうですぅ。山の中に、[こうみゃく,1]鉱脈があるのが、\n鉱山ですから……鉱山は、堀り登っていくのです」	玲奈	「是的，没有错。内部有矿脉的山被称为矿山，所以矿山是往上挖的」	玲奈	「是的，沒有錯。內部有礦脈的山被稱為礦山，所以礦山是往上挖的」		
252	双鉄		「堀り登る」	双铁	「往上挖」	雙鐵	「往上挖」		
253	れいな		「お山の奥まで横穴のトンネルを掘って、\nそこから上に、上にって、竪穴で[こうしょう,1]鉱床を掘るんですぅ」	玲奈	「挖一条横向的隧道一直到山的内部，然后不断向上挖出纵向的矿床」	玲奈	「挖一條橫向的隧道一直到山的內部，然後不斷向上挖出縱向的礦床」		
254	双鉄		「掘り登るとは、文字通りの意味か。\n……それは、かなり大変そうだな」	双铁	「名副其实的边爬边挖啊……听着就很辛苦啊」	雙鐵	「名副其實的邊爬邊挖啊……聽著就很辛苦啊」		
255	れいな		「そうですねぇ、れいなはやったことないけど、\nきっと大変だったろうなぁ、って思いますぅ」	玲奈	「是啊。虽然玲奈没有试过，但玲奈也觉得那一定很辛苦」	玲奈	「是啊。雖然玲奈沒有試過，但玲奈也覺得那一定很辛苦」		
